No.,Time,Source,Destination,Protocol,Length,Info,,,,TIME 1 ,TIME 2,DELAY ,delay 2,delay 1,jitter
180,95.249448,192.168.100.41,93.184.216.34,TCP,66,52969  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1,,,,,,,,,
181,95.249758,93.184.216.34,192.168.100.41,TCP,62,"80  >  52969 [SYN, ACK] Seq=0 Ack=1 Win=4236 Len=0 MSS=1412 SACK_PERM=1",,,,,,,,,
182,95.250685,192.168.100.41,93.184.216.34,TCP,54,52969  >  80 [ACK] Seq=1 Ack=1 Win=64240 Len=0,,,,,,,,,
183,95.264746,192.168.100.41,93.184.216.34,TCP,54,"52969  >  80 [FIN, ACK] Seq=1 Ack=1 Win=64240 Len=0",,,,,,,,,
184,95.265054,93.184.216.34,192.168.100.41,TCP,54,80  >  52969 [ACK] Seq=1 Ack=2 Win=4236 Len=0,,,,,,,,,
185,95.265256,93.184.216.34,192.168.100.41,TCP,54,"80  >  52969 [FIN, ACK] Seq=1 Ack=2 Win=4236 Len=0",,,,,,,,,
186,100.260403,192.168.100.41,93.184.216.34,TCP,54,52969  >  80 [ACK] Seq=2 Ack=2 Win=64240 Len=0,,,,,,,,,
188,100.263644,192.168.100.41,93.184.216.34,TCP,66,52970  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1,,,,,,,,,
189,100.263958,93.184.216.34,192.168.100.41,TCP,62,"80  >  52970 [SYN, ACK] Seq=0 Ack=1 Win=4236 Len=0 MSS=1412 SACK_PERM=1",,,,,,,,,
190,100.264902,192.168.100.41,93.184.216.34,TCP,54,52970  >  80 [ACK] Seq=1 Ack=1 Win=64240 Len=0,,,,,,,,,
191,100.267013,192.168.100.41,93.184.216.34,TCP,54,"52970  >  80 [FIN, ACK] Seq=1 Ack=1 Win=64240 Len=0",,,,,,,,,
192,100.267323,93.184.216.34,192.168.100.41,TCP,54,80  >  52970 [ACK] Seq=1 Ack=2 Win=4236 Len=0,,,,,,,,,
193,100.267523,93.184.216.34,192.168.100.41,TCP,54,"80  >  52970 [FIN, ACK] Seq=1 Ack=2 Win=4236 Len=0",,,,,,,,,
194,105.272416,192.168.100.41,93.184.216.34,TCP,54,52970  >  80 [ACK] Seq=2 Ack=2 Win=64240 Len=0,,,,,,,,,
195,105.275595,192.168.100.41,93.184.216.34,TCP,66,52971  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1,,,,,,,,,
196,105.275916,93.184.216.34,192.168.100.41,TCP,62,"80  >  52971 [SYN, ACK] Seq=0 Ack=1 Win=4236 Len=0 MSS=1412 SACK_PERM=1",,,,,,,,,
197,105.276561,192.168.100.41,93.184.216.34,TCP,54,52971  >  80 [ACK] Seq=1 Ack=1 Win=64240 Len=0,,,,,,,,,
198,105.278392,192.168.100.41,93.184.216.34,TCP,54,"52971  >  80 [FIN, ACK] Seq=1 Ack=1 Win=64240 Len=0",,,,,,,,,
199,105.278741,93.184.216.34,192.168.100.41,TCP,54,80  >  52971 [ACK] Seq=1 Ack=2 Win=4236 Len=0,,,,,,,,,
200,105.278942,93.184.216.34,192.168.100.41,TCP,54,"80  >  52971 [FIN, ACK] Seq=1 Ack=2 Win=4236 Len=0",,,,,,,,,
201,110.286574,192.168.100.41,93.184.216.34,TCP,54,52971  >  80 [ACK] Seq=2 Ack=2 Win=64240 Len=0,,,,,,,,,
203,110.28972,192.168.100.41,93.184.216.34,TCP,66,52972  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1,,,,,,,,,
204,110.290045,93.184.216.34,192.168.100.41,TCP,62,"80  >  52972 [SYN, ACK] Seq=0 Ack=1 Win=4236 Len=0 MSS=1412 SACK_PERM=1",,,,,,,,,
205,110.290638,192.168.100.41,93.184.216.34,TCP,54,52972  >  80 [ACK] Seq=1 Ack=1 Win=64240 Len=0,,,,,,,,,
206,110.29272,192.168.100.41,93.184.216.34,TCP,54,"52972  >  80 [FIN, ACK] Seq=1 Ack=1 Win=64240 Len=0",,,,,,,,,
207,110.293053,93.184.216.34,192.168.100.41,TCP,54,80  >  52972 [ACK] Seq=1 Ack=2 Win=4236 Len=0,,,,,,,,,
208,110.293253,93.184.216.34,192.168.100.41,TCP,54,"80  >  52972 [FIN, ACK] Seq=1 Ack=2 Win=4236 Len=0",,,,,,,,,
209,115.300549,192.168.100.41,93.184.216.34,TCP,54,52972  >  80 [ACK] Seq=2 Ack=2 Win=64240 Len=0,,,,,,,,,
210,115.303936,192.168.100.41,93.184.216.34,TCP,66,52973  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1,,,,,,,,,
211,115.304249,93.184.216.34,192.168.100.41,TCP,62,"80  >  52973 [SYN, ACK] Seq=0 Ack=1 Win=4236 Len=0 MSS=1412 SACK_PERM=1",,,,,,,,,
212,115.305164,192.168.100.41,93.184.216.34,TCP,54,52973  >  80 [ACK] Seq=1 Ack=1 Win=64240 Len=0,,,,,,,,,
213,115.307468,192.168.100.41,93.184.216.34,TCP,54,"52973  >  80 [FIN, ACK] Seq=1 Ack=1 Win=64240 Len=0",,,,,,,,,
214,115.30778,93.184.216.34,192.168.100.41,TCP,54,80  >  52973 [ACK] Seq=1 Ack=2 Win=4236 Len=0,,,,,,,,,
215,115.307978,93.184.216.34,192.168.100.41,TCP,54,"80  >  52973 [FIN, ACK] Seq=1 Ack=2 Win=4236 Len=0",,,,,,,,,
216,120.172843,192.168.100.41,93.184.216.34,TCP,54,52973  >  80 [ACK] Seq=2 Ack=2 Win=64240 Len=0,,,,,,,,,
217,120.173036,40.90.189.152,192.168.100.41,TCP,54,[TCP Dup ACK 2#4] 443  >  58153 [ACK] Seq=1 Ack=1 Win=12061 Len=0,,,,,,,,,
218,120.314389,192.168.100.41,40.90.189.152,TCP,54,[TCP Dup ACK 3#4] [TCP ACKed unseen segment] 58153  >  443 [ACK] Seq=179943468 Ack=1297691774 Win=509 Len=0,,,,,,,,,
219,120.317451,192.168.100.41,93.184.216.34,TCP,66,52974  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1,,,,,,,,,
220,120.317763,93.184.216.34,192.168.100.41,TCP,62,"80  >  52974 [SYN, ACK] Seq=0 Ack=1 Win=4236 Len=0 MSS=1412 SACK_PERM=1",,,,,,,,,
221,120.318679,192.168.100.41,93.184.216.34,TCP,54,52974  >  80 [ACK] Seq=1 Ack=1 Win=64240 Len=0,,,,,,,,,
222,120.320885,192.168.100.41,93.184.216.34,TCP,54,"52974  >  80 [FIN, ACK] Seq=1 Ack=1 Win=64240 Len=0",,,,,,,,,
223,120.321195,93.184.216.34,192.168.100.41,TCP,54,80  >  52974 [ACK] Seq=1 Ack=2 Win=4236 Len=0,,,,,,,,,
224,120.321396,93.184.216.34,192.168.100.41,TCP,54,"80  >  52974 [FIN, ACK] Seq=1 Ack=2 Win=4236 Len=0",,,,,,,,,
225,125.328497,192.168.100.41,93.184.216.34,TCP,54,52974  >  80 [ACK] Seq=2 Ack=2 Win=64240 Len=0,,,,,,,,,
226,125.331854,192.168.100.41,93.184.216.34,TCP,66,52975  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1,,,,,,,,,
227,125.332164,93.184.216.34,192.168.100.41,TCP,62,"80  >  52975 [SYN, ACK] Seq=0 Ack=1 Win=4236 Len=0 MSS=1412 SACK_PERM=1",,,,,,,,,
228,125.333088,192.168.100.41,93.184.216.34,TCP,54,52975  >  80 [ACK] Seq=1 Ack=1 Win=64240 Len=0,,,,,,,,,
229,125.335274,192.168.100.41,93.184.216.34,TCP,54,"52975  >  80 [FIN, ACK] Seq=1 Ack=1 Win=64240 Len=0",,,,,,,,,
230,125.335582,93.184.216.34,192.168.100.41,TCP,54,80  >  52975 [ACK] Seq=1 Ack=2 Win=4236 Len=0,,,,,,,,,
231,125.335782,93.184.216.34,192.168.100.41,TCP,54,"80  >  52975 [FIN, ACK] Seq=1 Ack=2 Win=4236 Len=0",,,,,,,,,
232,130.342439,192.168.100.41,93.184.216.34,TCP,54,52975  >  80 [ACK] Seq=2 Ack=2 Win=64240 Len=0,,,,,,,,,
233,130.345939,192.168.100.41,93.184.216.34,TCP,66,52976  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1,,,,,,,,,
234,130.346253,93.184.216.34,192.168.100.41,TCP,62,"80  >  52976 [SYN, ACK] Seq=0 Ack=1 Win=4236 Len=0 MSS=1412 SACK_PERM=1",,,,,,,,,
235,130.347191,192.168.100.41,93.184.216.34,TCP,54,52976  >  80 [ACK] Seq=1 Ack=1 Win=64240 Len=0,,,,,,,,,
236,130.349325,192.168.100.41,93.184.216.34,TCP,54,"52976  >  80 [FIN, ACK] Seq=1 Ack=1 Win=64240 Len=0",,,,,,,,,
237,130.349634,93.184.216.34,192.168.100.41,TCP,54,80  >  52976 [ACK] Seq=1 Ack=2 Win=4236 Len=0,,,,,,,,,
238,130.349834,93.184.216.34,192.168.100.41,TCP,54,"80  >  52976 [FIN, ACK] Seq=1 Ack=2 Win=4236 Len=0",,,,,,,,,
239,135.35379,192.168.100.41,93.184.216.34,TCP,54,52976  >  80 [ACK] Seq=2 Ack=2 Win=64240 Len=0,,,,,,,,,
244,135.356826,192.168.100.41,93.184.216.34,TCP,66,52977  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1,,,,,,,,,
245,135.357151,93.184.216.34,192.168.100.41,TCP,62,"80  >  52977 [SYN, ACK] Seq=0 Ack=1 Win=4236 Len=0 MSS=1412 SACK_PERM=1",,,,,,,,,
246,135.3577,192.168.100.41,93.184.216.34,TCP,54,52977  >  80 [ACK] Seq=1 Ack=1 Win=64240 Len=0,,,,,,,,,
247,135.361075,192.168.100.41,93.184.216.34,TCP,54,"52977  >  80 [FIN, ACK] Seq=1 Ack=1 Win=64240 Len=0",,,,,,,,,
248,135.361383,93.184.216.34,192.168.100.41,TCP,54,80  >  52977 [ACK] Seq=1 Ack=2 Win=4236 Len=0,,,,,,,,,
249,135.361582,93.184.216.34,192.168.100.41,TCP,54,"80  >  52977 [FIN, ACK] Seq=1 Ack=2 Win=4236 Len=0",,,,,,,,,
250,140.368123,192.168.100.41,93.184.216.34,TCP,54,52977  >  80 [ACK] Seq=2 Ack=2 Win=64240 Len=0,,,,,,,,,
257,140.432311,192.168.100.41,93.184.216.34,TCP,66,52978  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1,,,,,,,,,
258,140.432623,93.184.216.34,192.168.100.41,TCP,62,"80  >  52978 [SYN, ACK] Seq=0 Ack=1 Win=4236 Len=0 MSS=1412 SACK_PERM=1",,,,,,,,,
259,140.433646,192.168.100.41,93.184.216.34,TCP,54,52978  >  80 [ACK] Seq=1 Ack=1 Win=64240 Len=0,,,,,,,,,
260,140.43772,192.168.100.41,93.184.216.34,TCP,54,"52978  >  80 [FIN, ACK] Seq=1 Ack=1 Win=64240 Len=0",,,,,,,,,
261,140.43803,93.184.216.34,192.168.100.41,TCP,54,80  >  52978 [ACK] Seq=1 Ack=2 Win=4236 Len=0,,,,,,,,,
262,140.438231,93.184.216.34,192.168.100.41,TCP,54,"80  >  52978 [FIN, ACK] Seq=1 Ack=2 Win=4236 Len=0",,,,,,,,,
263,145.381707,192.168.100.41,93.184.216.34,TCP,54,52978  >  80 [ACK] Seq=2 Ack=2 Win=64240 Len=0,,,,,,,,,
264,145.385208,192.168.100.41,93.184.216.34,TCP,66,52979  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1,,,,,,,,,
265,145.385528,93.184.216.34,192.168.100.41,TCP,62,"80  >  52979 [SYN, ACK] Seq=0 Ack=1 Win=4236 Len=0 MSS=1412 SACK_PERM=1",,,,,,,,,
266,145.386451,192.168.100.41,93.184.216.34,TCP,54,52979  >  80 [ACK] Seq=1 Ack=1 Win=64240 Len=0,,,,,,,,,
267,145.388607,192.168.100.41,93.184.216.34,TCP,54,"52979  >  80 [FIN, ACK] Seq=1 Ack=1 Win=64240 Len=0",,,,,,,,,
268,145.388915,93.184.216.34,192.168.100.41,TCP,54,80  >  52979 [ACK] Seq=1 Ack=2 Win=4236 Len=0,,,,,,,,,
269,145.389115,93.184.216.34,192.168.100.41,TCP,54,"80  >  52979 [FIN, ACK] Seq=1 Ack=2 Win=4236 Len=0",,,,,,,,,
270,150.395681,192.168.100.41,93.184.216.34,TCP,54,52979  >  80 [ACK] Seq=2 Ack=2 Win=64240 Len=0,,,,,,,,,
271,150.396922,192.168.100.41,93.184.216.34,TCP,66,52980  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1,,,,,,,,,
272,150.397107,40.90.189.152,192.168.100.41,TCP,54,[TCP Dup ACK 2#5] 443  >  58153 [ACK] Seq=1 Ack=1 Win=12061 Len=0,,,,,,,,,
273,150.400216,192.168.100.41,40.90.189.152,TCP,54,[TCP Dup ACK 3#5] [TCP ACKed unseen segment] 58153  >  443 [ACK] Seq=179943468 Ack=1297691774 Win=509 Len=0,,,,,,,,,
274,150.40053,93.184.216.34,192.168.100.41,TCP,62,"80  >  52980 [SYN, ACK] Seq=0 Ack=1 Win=4236 Len=0 MSS=1412 SACK_PERM=1",,,,,,,,,
275,150.401448,192.168.100.41,93.184.216.34,TCP,54,52980  >  80 [ACK] Seq=1 Ack=1 Win=64240 Len=0,,,,,,,,,
276,150.403511,192.168.100.41,93.184.216.34,TCP,54,"52980  >  80 [FIN, ACK] Seq=1 Ack=1 Win=64240 Len=0",,,,,,,,,
277,150.403822,93.184.216.34,192.168.100.41,TCP,54,80  >  52980 [ACK] Seq=1 Ack=2 Win=4236 Len=0,,,,,,,,,
278,150.404022,93.184.216.34,192.168.100.41,TCP,54,"80  >  52980 [FIN, ACK] Seq=1 Ack=2 Win=4236 Len=0",,,,,,,,,
279,155.409932,192.168.100.41,93.184.216.34,TCP,54,52980  >  80 [ACK] Seq=2 Ack=2 Win=64240 Len=0,,,,,,,,,
280,155.423969,192.168.100.41,93.184.216.34,TCP,66,52981  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1,,,,,,,,,
281,155.424282,93.184.216.34,192.168.100.41,TCP,62,"80  >  52981 [SYN, ACK] Seq=0 Ack=1 Win=4236 Len=0 MSS=1412 SACK_PERM=1",,,,,,,,,
282,155.425194,192.168.100.41,93.184.216.34,TCP,54,52981  >  80 [ACK] Seq=1 Ack=1 Win=64240 Len=0,,,,,,,,,
283,155.4274,192.168.100.41,93.184.216.34,TCP,54,"52981  >  80 [FIN, ACK] Seq=1 Ack=1 Win=64240 Len=0",,,,,,,,,
284,155.427709,93.184.216.34,192.168.100.41,TCP,54,80  >  52981 [ACK] Seq=1 Ack=2 Win=4236 Len=0,,,,,,,,,
285,155.427909,93.184.216.34,192.168.100.41,TCP,54,"80  >  52981 [FIN, ACK] Seq=1 Ack=2 Win=4236 Len=0",,,,,,,,,
286,160.423743,192.168.100.41,93.184.216.34,TCP,54,52981  >  80 [ACK] Seq=2 Ack=2 Win=64240 Len=0,,,,,,,,,
287,160.427403,192.168.100.41,93.184.216.34,TCP,66,52982  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1,,,,,,,,,
288,160.427716,93.184.216.34,192.168.100.41,TCP,62,"80  >  52982 [SYN, ACK] Seq=0 Ack=1 Win=4236 Len=0 MSS=1412 SACK_PERM=1",,,,,,,,,
289,160.428669,192.168.100.41,93.184.216.34,TCP,54,52982  >  80 [ACK] Seq=1 Ack=1 Win=64240 Len=0,,,,,,,,,
290,160.430743,192.168.100.41,93.184.216.34,TCP,54,"52982  >  80 [FIN, ACK] Seq=1 Ack=1 Win=64240 Len=0",,,,,,,,,
291,160.431055,93.184.216.34,192.168.100.41,TCP,54,80  >  52982 [ACK] Seq=1 Ack=2 Win=4236 Len=0,,,,,,,,,
292,160.431254,93.184.216.34,192.168.100.41,TCP,54,"80  >  52982 [FIN, ACK] Seq=1 Ack=2 Win=4236 Len=0",,,,,,,,,
293,165.438923,192.168.100.41,93.184.216.34,TCP,54,52982  >  80 [ACK] Seq=2 Ack=2 Win=64240 Len=0,,,,,,,,,
294,165.442383,192.168.100.41,93.184.216.34,TCP,66,52983  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1,,,,,,,,,
295,165.442712,93.184.216.34,192.168.100.41,TCP,62,"80  >  52983 [SYN, ACK] Seq=0 Ack=1 Win=4236 Len=0 MSS=1412 SACK_PERM=1",,,,,,,,,
296,165.443249,192.168.100.41,93.184.216.34,TCP,54,52983  >  80 [ACK] Seq=1 Ack=1 Win=64240 Len=0,,,,,,,,,
297,165.445243,192.168.100.41,93.184.216.34,TCP,54,"52983  >  80 [FIN, ACK] Seq=1 Ack=1 Win=64240 Len=0",,,,,,,,,
298,165.445561,93.184.216.34,192.168.100.41,TCP,54,80  >  52983 [ACK] Seq=1 Ack=2 Win=4236 Len=0,,,,,,,,,
299,165.445765,93.184.216.34,192.168.100.41,TCP,54,"80  >  52983 [FIN, ACK] Seq=1 Ack=2 Win=4236 Len=0",,,,,,,,,
300,170.452841,192.168.100.41,93.184.216.34,TCP,54,52983  >  80 [ACK] Seq=2 Ack=2 Win=64240 Len=0,,,,,,,,,
301,170.456243,192.168.100.41,93.184.216.34,TCP,66,52984  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1,,,,,,,,,
302,170.456558,93.184.216.34,192.168.100.41,TCP,62,"80  >  52984 [SYN, ACK] Seq=0 Ack=1 Win=4236 Len=0 MSS=1412 SACK_PERM=1",,,,,,,,,
303,170.457471,192.168.100.41,93.184.216.34,TCP,54,52984  >  80 [ACK] Seq=1 Ack=1 Win=64240 Len=0,,,,,,,,,
304,170.459383,192.168.100.41,93.184.216.34,TCP,54,"52984  >  80 [FIN, ACK] Seq=1 Ack=1 Win=64240 Len=0",,,,,,,,,
305,170.459694,93.184.216.34,192.168.100.41,TCP,54,80  >  52984 [ACK] Seq=1 Ack=2 Win=4236 Len=0,,,,,,,,,
306,170.459894,93.184.216.34,192.168.100.41,TCP,54,"80  >  52984 [FIN, ACK] Seq=1 Ack=2 Win=4236 Len=0",,,,,,,,,
307,175.466853,192.168.100.41,93.184.216.34,TCP,54,52984  >  80 [ACK] Seq=2 Ack=2 Win=64240 Len=0,,,,,,,,,
308,175.470229,192.168.100.41,93.184.216.34,TCP,66,52985  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1,,,,,,,,,
309,175.470545,93.184.216.34,192.168.100.41,TCP,62,"80  >  52985 [SYN, ACK] Seq=0 Ack=1 Win=4236 Len=0 MSS=1412 SACK_PERM=1",,,,,,,,,
310,175.47147,192.168.100.41,93.184.216.34,TCP,54,52985  >  80 [ACK] Seq=1 Ack=1 Win=64240 Len=0,,,,,,,,,
311,175.473912,192.168.100.41,93.184.216.34,TCP,54,"52985  >  80 [FIN, ACK] Seq=1 Ack=1 Win=64240 Len=0",,,,,,,,,
312,175.474221,93.184.216.34,192.168.100.41,TCP,54,80  >  52985 [ACK] Seq=1 Ack=2 Win=4236 Len=0,,,,,,,,,
313,175.474423,93.184.216.34,192.168.100.41,TCP,54,"80  >  52985 [FIN, ACK] Seq=1 Ack=2 Win=4236 Len=0",,,,,,,,,
314,180.370756,192.168.100.41,93.184.216.34,TCP,54,52985  >  80 [ACK] Seq=2 Ack=2 Win=64240 Len=0,,,,,,,,,
316,180.370957,40.90.189.152,192.168.100.41,TCP,54,[TCP Dup ACK 2#6] 443  >  58153 [ACK] Seq=1 Ack=1 Win=12061 Len=0,,,,,,,,,
317,180.467549,192.168.100.41,40.90.189.152,TCP,54,[TCP Dup ACK 3#6] [TCP ACKed unseen segment] 58153  >  443 [ACK] Seq=179943468 Ack=1297691774 Win=509 Len=0,,,,,,,,,
318,180.470382,192.168.100.41,93.184.216.34,TCP,66,52986  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1,,,,,,,,,
319,180.470695,93.184.216.34,192.168.100.41,TCP,62,"80  >  52986 [SYN, ACK] Seq=0 Ack=1 Win=4236 Len=0 MSS=1412 SACK_PERM=1",,,,,,,,,
320,180.471633,192.168.100.41,93.184.216.34,TCP,54,52986  >  80 [ACK] Seq=1 Ack=1 Win=64240 Len=0,,,,,,,,,
321,180.473535,192.168.100.41,93.184.216.34,TCP,54,"52986  >  80 [FIN, ACK] Seq=1 Ack=1 Win=64240 Len=0",,,,,,,,,
322,180.473844,93.184.216.34,192.168.100.41,TCP,54,80  >  52986 [ACK] Seq=1 Ack=2 Win=4236 Len=0,,,,,,,,,
323,180.474043,93.184.216.34,192.168.100.41,TCP,54,"80  >  52986 [FIN, ACK] Seq=1 Ack=2 Win=4236 Len=0",,,,,,,,,
324,185.476537,192.168.100.41,93.184.216.34,TCP,54,52986  >  80 [ACK] Seq=2 Ack=2 Win=64240 Len=0,,,,,,,,,
325,185.479909,192.168.100.41,93.184.216.34,TCP,66,52987  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1,,,,,,,,,
326,185.480222,93.184.216.34,192.168.100.41,TCP,62,"80  >  52987 [SYN, ACK] Seq=0 Ack=1 Win=4236 Len=0 MSS=1412 SACK_PERM=1",,,,,,,,,
327,185.481969,192.168.100.41,93.184.216.34,TCP,54,52987  >  80 [ACK] Seq=1 Ack=1 Win=64240 Len=0,,,,,,,,,
328,185.484468,192.168.100.41,93.184.216.34,TCP,54,"52987  >  80 [FIN, ACK] Seq=1 Ack=1 Win=64240 Len=0",,,,,,,,,
329,185.484776,93.184.216.34,192.168.100.41,TCP,54,80  >  52987 [ACK] Seq=1 Ack=2 Win=4236 Len=0,,,,,,,,,
330,185.484976,93.184.216.34,192.168.100.41,TCP,54,"80  >  52987 [FIN, ACK] Seq=1 Ack=2 Win=4236 Len=0",,,,,,,,,
331,190.488864,192.168.100.41,93.184.216.34,TCP,54,52987  >  80 [ACK] Seq=2 Ack=2 Win=64240 Len=0,,,,,,,,,
332,190.492183,192.168.100.41,93.184.216.34,TCP,66,52988  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1,,,,,,,,,
333,190.492499,93.184.216.34,192.168.100.41,TCP,62,"80  >  52988 [SYN, ACK] Seq=0 Ack=1 Win=4236 Len=0 MSS=1412 SACK_PERM=1",,,,,,,,,
334,190.493417,192.168.100.41,93.184.216.34,TCP,54,52988  >  80 [ACK] Seq=1 Ack=1 Win=64240 Len=0,,,,,,,,,
335,190.495469,192.168.100.41,93.184.216.34,TCP,54,"52988  >  80 [FIN, ACK] Seq=1 Ack=1 Win=64240 Len=0",,,,,,,,,
336,190.495779,93.184.216.34,192.168.100.41,TCP,54,80  >  52988 [ACK] Seq=1 Ack=2 Win=4236 Len=0,,,,,,,,,
337,190.49598,93.184.216.34,192.168.100.41,TCP,54,"80  >  52988 [FIN, ACK] Seq=1 Ack=2 Win=4236 Len=0",,,,,,,,,
338,195.495321,192.168.100.41,93.184.216.34,TCP,54,52988  >  80 [ACK] Seq=2 Ack=2 Win=64240 Len=0,,,,,,,,,
341,195.498524,192.168.100.41,93.184.216.34,TCP,66,52989  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1,,,,,,,,,
342,195.498837,93.184.216.34,192.168.100.41,TCP,62,"80  >  52989 [SYN, ACK] Seq=0 Ack=1 Win=4236 Len=0 MSS=1412 SACK_PERM=1",,,,,,,,,
343,195.499753,192.168.100.41,93.184.216.34,TCP,54,52989  >  80 [ACK] Seq=1 Ack=1 Win=64240 Len=0,,,,,,,,,
344,195.501447,192.168.100.41,93.184.216.34,TCP,54,"52989  >  80 [FIN, ACK] Seq=1 Ack=1 Win=64240 Len=0",,,,,,,,,
345,195.501758,93.184.216.34,192.168.100.41,TCP,54,80  >  52989 [ACK] Seq=1 Ack=2 Win=4236 Len=0,,,,,,,,,
346,195.501958,93.184.216.34,192.168.100.41,TCP,54,"80  >  52989 [FIN, ACK] Seq=1 Ack=2 Win=4236 Len=0",,,,,,,,,
347,200.505328,192.168.100.41,93.184.216.34,TCP,54,52989  >  80 [ACK] Seq=2 Ack=2 Win=64240 Len=0,,,,,,,,,
354,200.508007,192.168.100.41,93.184.216.34,TCP,66,52990  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1,,,,,,,,,
355,200.508329,93.184.216.34,192.168.100.41,TCP,62,"80  >  52990 [SYN, ACK] Seq=0 Ack=1 Win=4236 Len=0 MSS=1412 SACK_PERM=1",,,,,,,,,
356,200.508925,192.168.100.41,93.184.216.34,TCP,54,52990  >  80 [ACK] Seq=1 Ack=1 Win=64240 Len=0,,,,,,,,,
357,200.511,192.168.100.41,93.184.216.34,TCP,54,"52990  >  80 [FIN, ACK] Seq=1 Ack=1 Win=64240 Len=0",,,,,,,,,
358,200.511302,93.184.216.34,192.168.100.41,TCP,54,80  >  52990 [ACK] Seq=1 Ack=2 Win=4236 Len=0,,,,,,,,,
359,200.511501,93.184.216.34,192.168.100.41,TCP,54,"80  >  52990 [FIN, ACK] Seq=1 Ack=2 Win=4236 Len=0",,,,,,,,,
360,205.519646,192.168.100.41,93.184.216.34,TCP,54,52990  >  80 [ACK] Seq=2 Ack=2 Win=64240 Len=0,,,,,,,,,
362,205.522927,192.168.100.41,93.184.216.34,TCP,66,52991  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1,,,,,,,,,
363,205.523249,93.184.216.34,192.168.100.41,TCP,62,"80  >  52991 [SYN, ACK] Seq=0 Ack=1 Win=4236 Len=0 MSS=1412 SACK_PERM=1",,,,,,,,,
364,205.52417,192.168.100.41,93.184.216.34,TCP,54,52991  >  80 [ACK] Seq=1 Ack=1 Win=64240 Len=0,,,,,,,,,
365,205.526329,192.168.100.41,93.184.216.34,TCP,54,"52991  >  80 [FIN, ACK] Seq=1 Ack=1 Win=64240 Len=0",,,,,,,,,
366,205.526638,93.184.216.34,192.168.100.41,TCP,54,80  >  52991 [ACK] Seq=1 Ack=2 Win=4236 Len=0,,,,,,,,,
367,205.52684,93.184.216.34,192.168.100.41,TCP,54,"80  >  52991 [FIN, ACK] Seq=1 Ack=2 Win=4236 Len=0",,,,,,,,,
368,210.476274,192.168.100.41,93.184.216.34,TCP,54,52991  >  80 [ACK] Seq=2 Ack=2 Win=64240 Len=0,,,,,,,,,
372,210.476464,40.90.189.152,192.168.100.41,TCP,54,[TCP Dup ACK 2#7] 443  >  58153 [ACK] Seq=1 Ack=1 Win=12061 Len=0,,,,,,,,,
373,210.533309,192.168.100.41,40.90.189.152,TCP,54,[TCP Dup ACK 3#7] [TCP ACKed unseen segment] 58153  >  443 [ACK] Seq=179943468 Ack=1297691774 Win=509 Len=0,,,,,,,,,
374,210.53628,192.168.100.41,93.184.216.34,TCP,66,52992  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1,,,,,,,,,
375,210.536598,93.184.216.34,192.168.100.41,TCP,62,"80  >  52992 [SYN, ACK] Seq=0 Ack=1 Win=4236 Len=0 MSS=1412 SACK_PERM=1",,,,,,,,,
376,210.537517,192.168.100.41,93.184.216.34,TCP,54,52992  >  80 [ACK] Seq=1 Ack=1 Win=64240 Len=0,,,,,,,,,
